item_id,recommend,sentiment_analysis,year,developer
301520,True,2,2014,Freejam
730,True,2,2014,Valve
8980,True,2,2012,Gearbox Software
301910,True,2,2015,"Deep Silver Volition,High Voltage Software"
260230,True,2,2015,Ubisoft Montpellier
221100,True,2,2014,Bohemia Interactive
22370,True,2,2014,Bethesda Game Studios
440,True,2,2012,Valve
391540,True,2,2023,tobyfox
252490,True,2,2023,Facepunch Studios
17520,True,2,2014,Synergy Team
240,True,2,2014,Valve
420,True,2,2014,Valve
620,True,2,2014,Valve
286080,True,2,2014,Stridemann
280,True,2,2014,Valve
400,True,2,2014,Valve
220,True,2,2014,Valve
4000,True,2,2013,Facepunch Studios
216150,True,2,2013,Nexon
620,True,2,2013,Valve
35140,True,2,2013,"Rocksteady Studios,Feral Interactive (Mac)"
47790,True,2,2013,Electronic Arts
4000,True,2,2013,Facepunch Studios
241560,True,2,2014,Ivory Tower in collaboration with Ubisoft Reflections
265210,True,2,2013,
33440,True,2,2014,
274190,True,2,2023,Free Lives
224260,True,2,2023,No More Room in Hell Team
265930,True,2,2023,Coffee Stain Studios
730,True,2,2023,Valve
4000,True,2,2023,Facepunch Studios
304930,True,2,2023,Smartly Dressed Games
337320,True,2,2023,South East Games
346110,True,2,2023,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
249050,True,2,2013,AMPLITUDE Studios
248820,True,2,2013,"Hopoo Games, LLC"
238960,True,2,2013,
6420,True,2,2013,"Mithis Games,THQ Nordic"
200510,True,2,2013,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
220200,True,2,2013,Squad
8800,True,2,2013,Firaxis Games
261640,True,2,2014,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
250320,True,2,2013,Telltale Games
283680,True,2,2014,Edelweiss
251870,True,2,2023,OVERDRIVE
17460,True,2,2014,BioWare
8870,True,2,2014,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
570,True,2,2012,
367120,True,2,2015,Michaela Laws
208480,True,2,2013,Ubisoft Montreal
280600,True,2,2015,WRF Studios
440,True,2,2014,Valve
200230,True,2,2014,1C-Avalon
263280,True,2,2014,Oovee® Game Studios
49520,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)"
50130,True,2,2013,"2K Czech,Feral Interactive (Mac)"
440,True,2,2015,Valve
730,True,2,2014,Valve
440,True,2,2013,Valve
265550,True,2,2014,Capcom Game Studio Vancouver
6880,True,2,2015,Avalanche Studios
444640,True,2,2023,Ninja Kiwi
243870,True,2,2015,
730,True,2,2015,Valve
252490,True,2,2015,Facepunch Studios
730,True,2,2014,Valve
323140,True,2,2015,Valve
221640,True,2,2013,Terry Cavanagh
440,True,2,2014,Valve
550,True,2,2014,Valve
303390,True,2,2023,Microblast Games
207140,True,2,2015,DoubleDutch Games
218680,True,2,2023,5th Cell Media
218680,True,2,2023,5th Cell Media
252490,True,2,2014,Facepunch Studios
48700,True,2,2013,TaleWorlds Entertainment
385730,True,2,2023,"Visual Concepts,Yuke's"
64000,True,2,2023,Digitalmindsoft
4000,True,2,2014,Facepunch Studios
221100,True,2,2014,Bohemia Interactive
4000,True,2,2013,Facepunch Studios
257400,True,2,2023,Mixamo
236870,True,2,2023,"IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)"
4000,True,2,2014,Facepunch Studios
391540,True,2,2015,tobyfox
105600,True,2,2012,Re-Logic
218620,True,2,2023,
221100,True,2,2014,Bohemia Interactive
91310,True,2,2014,
72850,True,2,2014,
202090,True,2,2014,
224260,True,2,2014,No More Room in Hell Team
730,True,2,2023,Valve
204100,True,2,2014,Rockstar Studios
200260,True,2,2013,"Rocksteady Studios,Feral Interactive (Mac)"
243870,True,2,2014,
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
260230,True,2,2014,Ubisoft Montpellier
730,True,2,2023,Valve
72850,True,2,2014,
209000,True,2,2014,"WB Games Montreal,Splash Damage"
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
47890,True,2,2014,The Sims Studio
730,True,2,2023,Valve
209650,True,2,2014,"Sledgehammer Games,Raven Software"
346110,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
346010,True,2,2015,Spiderling Studios
72850,True,2,2023,
241540,True,2,2015,Undead Labs
620,True,2,2015,Valve
49520,True,2,2023,"Gearbox Software,Aspyr (Mac &amp; Linux)"
218620,True,2,2014,
218620,True,2,2014,
291480,True,2,2015,Crytek
241600,True,2,2013,Cellar Door Games
225540,True,2,2015,Avalanche Studios
252950,True,2,2015,"Psyonix, Inc."
316010,True,2,2023,Stainless Games Ltd.
304930,True,2,2014,Smartly Dressed Games
248820,True,2,2014,"Hopoo Games, LLC"
246700,True,2,2014,Ragequit Corporation
47810,True,2,2013,BioWare
223830,True,2,2014,Goldhawk Interactive
268750,True,2,2014,SmashGames
289650,True,2,2014,Ubisoft
202970,True,2,2014,Treyarch
250900,True,2,2015,"Nicalis, Inc."
273350,True,2,2014,Turtle Rock Studios
730,True,2,2014,Valve
359320,True,2,2023,
354380,True,2,2023,Climax Studios
6060,True,2,2014,Pandemic Studios
246420,True,2,2014,Ironhide Game Studio
383080,True,2,2015,
304050,True,2,2015,Trion Worlds
20920,True,2,2014,CD PROJEKT RED
227940,True,2,2014,Reto-Moto
49520,True,2,2023,"Gearbox Software,Aspyr (Mac &amp; Linux)"
20920,True,2,2014,CD PROJEKT RED
227940,True,2,2014,Reto-Moto
49520,True,2,2023,"Gearbox Software,Aspyr (Mac &amp; Linux)"
406150,True,2,2023,Dominique Grieshofer
440,True,2,2013,Valve
211420,True,2,2014,FromSoftware
232090,True,2,2015,Tripwire Interactive
227300,True,2,2013,SCS Software
409710,True,2,2023,"2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)"
409160,True,2,2023,Crows Crows Crows
353360,True,2,2015,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka"
261180,True,2,2015,Team Reptile
376660,True,2,2015,"Elias Viglione,Jussi Kukkonen"
212680,True,2,2015,Subset Games
105600,True,2,2015,Re-Logic
262410,True,2,2014,Noble Empire Corp.
239820,True,2,2013,Greenheart Games
220200,True,2,2013,Squad
260230,True,2,2014,Ubisoft Montpellier
22380,True,2,2014,Obsidian Entertainment
34900,True,2,2014,Invent4 Entertainment
209160,True,2,2013,Infinity Ward
233720,True,2,2013,Bossa Studios
10180,True,2,2014,"Infinity Ward,Aspyr (Mac)"
730,True,2,2014,Valve
440,True,2,2011,Valve
330830,True,2,2023,Telltale Games
72750,True,2,2023,Obsidian Entertainment
47890,True,2,2015,The Sims Studio
314160,True,2,2014,Microsoft Game Studios
17570,True,2,2014,Octoshark Studios
346900,True,2,2015,Hyper Hippo Games
220200,True,2,2015,Squad
730,True,2,2023,Valve
237930,True,2,2015,Supergiant Games
209160,True,2,2013,Infinity Ward
202970,True,2,2014,Treyarch
570,True,2,2023,
221100,True,2,2014,Bohemia Interactive
207610,True,2,2012,Telltale Games
427190,True,2,2023,Capcom
351900,True,2,2015,Locomotivah
40100,True,2,2011,Gas Powered Games
242880,True,2,2015,Big Robot Ltd
104900,True,2,2015,"Trek Industries, Inc"
218230,True,2,2014,Daybreak Game Company
218620,True,2,2014,
383980,True,2,2015,Dan Fornace
204630,True,2,2014,"Vblank Entertainment, Inc."
218230,True,2,2015,Daybreak Game Company
8930,True,2,2014,"Firaxis Games,Aspyr (Mac, Linux)"
211820,True,2,2014,Chucklefish
319630,True,2,2015,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
265630,True,2,2014,Fistful of Frags Team
91310,True,2,2014,
104900,True,2,2014,"Trek Industries, Inc"
70,True,2,2014,Valve
22380,True,2,2014,Obsidian Entertainment
34900,True,2,2015,Invent4 Entertainment
40800,True,2,2014,Team Meat
271590,True,2,2015,Rockstar North
271900,True,2,2014,Matthew Brown
265890,True,2,2014,Matthew Brown
230410,True,2,2014,Digital Extremes
218620,True,2,2014,
230410,True,2,2014,Digital Extremes
218620,True,2,2014,
348860,True,2,2023,
221100,True,2,2014,Bohemia Interactive
12210,True,2,2014,
407600,True,2,2015,DotEmu
521990,True,2,2023,Dawid Bujak
440,True,2,2015,Valve
322330,True,2,2023,Klei Entertainment
7670,True,2,2015,"2K Boston,2K Australia"
333930,True,2,2015,Splash Damage
365660,True,2,2015,Roll7
391540,True,2,2015,tobyfox
405170,True,2,2015,"Psyonix, Inc."
252950,True,2,2015,"Psyonix, Inc."
255710,True,2,2015,Colossal Order Ltd.
251570,True,2,2014,
301910,True,2,2015,"Deep Silver Volition,High Voltage Software"
241930,True,2,2014,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
570,True,2,2015,
440,True,2,2014,Valve
570,True,2,2015,
440,True,2,2014,Valve
375960,True,2,2023,
456610,True,2,2023,
72850,True,2,2015,
242760,True,2,2023,Endnight Games Ltd
50620,True,2,2014,Vigil Games
218680,True,2,2013,5th Cell Media
49520,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)"
8870,True,2,2013,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
31280,True,2,2012,Telltale Games
17460,True,2,2012,BioWare
91310,True,2,2011,
4000,True,2,2012,Facepunch Studios
222880,True,2,2015,New World Interactive
24240,True,2,2014,OVERKILL Software
271290,True,2,2014,
377160,True,2,2023,Bethesda Game Studios
204300,True,2,2015,Ronimo Games
440,True,2,2015,Valve
221910,True,2,2015,Galactic Cafe
202170,True,2,2015,United Front Games
570,True,2,2014,
218230,True,2,2014,Daybreak Game Company
4000,True,2,2014,Facepunch Studios
211820,True,2,2015,Chucklefish
49520,True,2,2015,"Gearbox Software,Aspyr (Mac &amp; Linux)"
427520,True,2,2023,Wube Software LTD.
218620,True,2,2013,
322170,True,2,2023,RobTop Games
730,True,2,2023,Valve
359550,True,2,2023,Ubisoft Montreal
234190,True,2,2023,Wolfire Games
211820,True,2,2023,Chucklefish
304930,True,2,2015,Smartly Dressed Games
209870,True,2,2014,Hardsuit Labs
730,True,2,2015,Valve
620,True,2,2014,Valve
274190,True,2,2014,Free Lives
55230,True,2,2023,Volition
330390,True,2,2015,"GAME ARTS Co., Ltd.,SkyBox Labs"
274310,True,2,2014,Vagabond Dog
250900,True,2,2014,"Nicalis, Inc."
4000,True,2,2014,Facepunch Studios
412880,True,2,2023,JDM4iK
237930,True,2,2015,Supergiant Games
333980,True,2,2015,ACQUIRE Corp.
319630,True,2,2015,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
209370,True,2,2014,Love Conquers All Games
50130,True,2,2011,"2K Czech,Feral Interactive (Mac)"
319050,True,2,2015,Snapshot Games Inc.
252950,True,2,2023,"Psyonix, Inc."
43160,True,2,2013,
3370,True,2,2015,
570,True,2,2013,
236370,True,2,2015,Zero Point Software
105600,True,2,2013,Re-Logic
440,True,2,2015,Valve
230410,True,2,2013,Digital Extremes
200260,True,2,2014,"Rocksteady Studios,Feral Interactive (Mac)"
49520,True,2,2013,"Gearbox Software,Aspyr (Mac &amp; Linux)"
289760,True,2,2015,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen"
230410,True,2,2013,Digital Extremes
107100,True,2,2013,Supergiant Games
224760,True,2,2013,Polytron Corporation
274190,True,2,2023,Free Lives
274190,True,2,2023,Free Lives
105600,True,2,2013,Re-Logic
252950,True,2,2023,"Psyonix, Inc."
301640,True,2,2023,Rebellion
4000,True,2,2013,Facepunch Studios
200050,True,2,2014,Turbo Tape Games
33930,True,2,2012,Bohemia Interactive
620,True,2,2013,Valve
22100,True,2,2012,TaleWorlds Entertainment
55040,True,2,2011,Blendo Games
248610,True,2,2014,KillHouse Games
440,True,2,2014,Valve
20900,True,2,2014,CD PROJEKT RED
20920,True,2,2014,CD PROJEKT RED
72850,True,2,2012,
225080,True,2,2014,Starbreeze Studios AB
211820,True,2,2013,Chucklefish
4920,True,2,2013,Unknown Worlds Entertainment
207610,True,2,2013,Telltale Games
105600,True,2,2012,Re-Logic
49520,True,2,2023,"Gearbox Software,Aspyr (Mac &amp; Linux)"
264710,True,2,2015,
17740,True,2,2015,Empires
337320,True,2,2015,South East Games
383790,True,2,2023,Blazing Griffin
285900,True,2,2023,Boneloaf
440,True,2,2014,Valve
34330,True,2,2015,
214950,True,2,2015,Creative Assembly
6060,True,2,2014,Pandemic Studios
293180,True,2,2015,Microblast Games
265930,True,2,2014,Coffee Stain Studios
108710,True,2,2014,Remedy Entertainment
730,True,2,2015,Valve
218620,True,2,2013,
252950,True,2,2015,"Psyonix, Inc."
239350,True,2,2014,
570,True,2,2015,
261570,True,2,2023,Moon Studios GmbH
230410,True,2,2023,Digital Extremes
8190,True,2,2015,Avalanche Studios
72850,True,2,2015,
72850,True,2,2013,
43110,True,2,2012,
4500,True,2,2012,GSC Game World
32800,True,2,2012,Snowblind Studios
570,True,2,2015,
244810,True,2,2014,"Mediatonic,The Irregular Corporation"
236430,True,2,2014,"FromSoftware, Inc"
337000,True,2,2023,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)"
377160,True,2,2015,Bethesda Game Studios
252490,True,2,2013,Facepunch Studios
377160,True,2,2023,Bethesda Game Studios
413150,True,2,2023,ConcernedApe
204300,True,2,2014,Ronimo Games
244850,True,2,2014,
202170,True,2,2023,United Front Games
437220,True,2,2023,
22380,True,2,2014,Obsidian Entertainment
239820,True,2,2013,Greenheart Games
440,True,2,2013,Valve
730,True,2,2014,Valve
8930,True,2,2013,"Firaxis Games,Aspyr (Mac, Linux)"
244850,True,2,2014,
221100,True,2,2014,Bohemia Interactive
232090,True,2,2015,Tripwire Interactive
407060,True,2,2023,
400250,True,2,2023,"Fabio Ferrara,Giulia Airoldi"
49520,True,2,2015,"Gearbox Software,Aspyr (Mac &amp; Linux)"
275850,True,2,2023,Hello Games
206420,True,2,2015,Deep Silver Volition
15700,True,2,2014,Oddworld Inhabitants
437220,True,2,2023,
333930,True,2,2015,Splash Damage
113200,True,2,2013,Edmund McMillen and Florian Himsl
240380,True,2,2013,
39140,True,2,2013,Square Enix
258590,True,2,2014,NGD Studios
363970,True,2,2023,Playsaurus
304050,True,2,2015,Trion Worlds
220,True,2,2014,Valve
4000,True,2,2013,Facepunch Studios
236090,True,2,2013,Humble Hearts LLC
212480,True,2,2013,Sumo Digital
12900,True,2,2011,Dylan Fitterer
261530,True,2,2014,Stage 2 Studios
252490,True,2,2014,Facepunch Studios
274900,True,2,2015,JForce Games
286100,True,2,2014,Minor Key Games
293760,True,2,2015,Camshaft Software
72850,True,2,2014,
11590,True,2,2023,Deep Red Limited
330830,True,2,2023,Telltale Games
251870,True,2,2015,OVERDRIVE
8930,True,2,2013,"Firaxis Games,Aspyr (Mac, Linux)"
222880,True,2,2014,New World Interactive
220200,True,2,2014,Squad
105600,True,2,2014,Re-Logic
203770,True,2,2015,Paradox Development Studio
244850,True,2,2014,
444090,True,2,2023,Hi-Rez Studios
620,True,2,2013,Valve
8870,True,2,2014,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
1840,True,2,2023,Valve
224260,True,2,2023,No More Room in Hell Team
207610,True,2,2023,Telltale Games
304930,True,2,2023,Smartly Dressed Games
206210,True,2,2023,"Monolith Productions, Inc."
214850,True,2,2023,
262410,True,2,2023,Noble Empire Corp.
105600,True,2,2023,Re-Logic
2300,True,2,2015,id Software
17020,True,2,2015,
270370,True,2,2014,Vortal Storm
351090,True,2,2023,Grey Alien Games
221640,True,2,2013,Terry Cavanagh
326160,True,2,2015,Portalarium
258520,True,2,2014,The Astronauts
250620,True,2,2014,Krillbite Studio
297350,True,2,2014,PostMod Softworks
72850,True,2,2013,
245550,True,2,2014,
20920,True,2,2014,CD PROJEKT RED
218230,True,2,2012,Daybreak Game Company
252950,True,2,2015,"Psyonix, Inc."
331470,True,2,2014,Soviet Games
410320,True,2,2023,SANDLOT
313740,True,2,2014,
233610,True,2,2015,
384360,True,2,2015,"Edmund McMillen,James Id"
250900,True,2,2014,"Nicalis, Inc."
55140,True,2,2014,"Double Helix Games,Rainbow Studios,THQ Nordic"
270450,True,2,2014,Erik Asmussen
730,True,2,2013,Valve
304930,True,2,2014,Smartly Dressed Games
304050,True,2,2023,Trion Worlds
48700,True,2,2015,TaleWorlds Entertainment
252490,True,2,2014,Facepunch Studios
265630,True,2,2014,Fistful of Frags Team
22320,True,2,2014,Bethesda Game Studios
1840,True,2,2013,Valve
620,True,2,2011,Valve
440,True,2,2014,Valve
207140,True,2,2015,DoubleDutch Games
440,True,2,2015,Valve
281990,True,2,2023,Paradox Development Studio
337000,True,2,2023,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)"
444560,True,2,2023,
214950,True,2,2023,Creative Assembly
225540,True,2,2015,Avalanche Studios
292030,True,2,2015,
271590,True,2,2015,Rockstar North
730,True,2,2014,Valve
203140,True,2,2023,"Io-Interactive A/S,Feral Interactive (Mac)"
730,True,2,2015,Valve
227320,True,2,2014,
323370,True,2,2015,"Bluehole, Inc."
323370,True,2,2015,"Bluehole, Inc."
409160,True,2,2023,Crows Crows Crows
48700,True,2,2014,TaleWorlds Entertainment
72850,True,2,2015,
238960,True,2,2014,
280,True,2,2015,Valve
248310,True,2,2014,GalaxyTrail
268750,True,2,2014,SmashGames
259080,True,2,2013,Avalanche Studios
237930,True,2,2014,Supergiant Games
236090,True,2,2014,Humble Hearts LLC
225260,True,2,2014,Double Fine Productions
72850,True,2,2023,
219740,True,2,2013,
4000,True,2,2014,Facepunch Studios
730,True,2,2013,Valve
440,True,2,2013,Valve
239140,True,2,2015,Techland
48700,True,2,2011,TaleWorlds Entertainment
385770,True,2,2015,Proton Studio Inc
363970,True,2,2015,Playsaurus
259080,True,2,2013,Avalanche Studios
391540,True,2,2015,tobyfox
47410,True,2,2015,FireFly Studios
247730,True,2,2023,Phosphor Games Studio
202170,True,2,2013,United Front Games
200710,True,2,2013,Runic Games
410670,True,2,2023,Technomancy Studios
304930,True,2,2014,Smartly Dressed Games
274940,True,2,2015,Digital Confectioners
245550,True,2,2014,
275850,True,2,2023,Hello Games
265630,True,2,2014,Fistful of Frags Team
257730,True,2,2014,Lightmare Studios
218620,True,2,2014,
236450,True,2,2015,"Mine Loader Software Co., Ltd."
40800,True,2,2015,Team Meat
250180,True,2,2015,"SNK CORPORATION,DotEmu"
241600,True,2,2015,Cellar Door Games
383870,True,2,2023,Campo Santo
322330,True,2,2023,Klei Entertainment
391540,True,2,2015,tobyfox
218230,True,2,2014,Daybreak Game Company
252950,True,2,2015,"Psyonix, Inc."
6860,True,2,2015,Io-Interactive A/S
730,True,2,2015,Valve
248170,True,2,2015,Clickteam
550,True,2,2013,Valve
8190,True,2,2013,Avalanche Studios
243470,True,2,2014,Ubisoft
72850,True,2,2014,
244850,True,2,2014,
730,True,2,2014,Valve
218620,True,2,2015,
233450,True,2,2023,Introversion Software
322330,True,2,2023,Klei Entertainment
238460,True,2,2015,The Behemoth
550,True,2,2014,Valve
206500,True,2,2014,Carbon Games
334230,True,2,2015,BlankMediaGames
310700,True,2,2014,Minor Key Games
257850,True,2,2023,Heart Machine
312630,True,2,2014,SMG Studio
221380,True,2,2013,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
270090,True,2,2015,Rail Slave Games
204450,True,2,2014,Techland
377160,True,2,2015,Bethesda Game Studios
413150,True,2,2023,ConcernedApe
570,True,2,2015,
321960,True,2,2015,Limbic Entertainment
440980,True,2,2023,Fatshark
322070,True,2,2014,
322070,True,2,2014,
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
570,True,2,2013,
12100,True,2,2015,Rockstar Games
730,True,2,2014,Valve
22370,True,2,2013,Bethesda Game Studios
440,True,2,2014,Valve
550,True,2,2015,Valve
20510,True,2,2023,GSC Game World
218620,True,2,2014,
286690,True,2,2023,4A Games
292030,True,2,2015,
25000,True,2,2015,Wolfire Games
225540,True,2,2023,Avalanche Studios
282070,True,2,2023,11 bit studios
302380,True,2,2023,Suspicious Developments
313730,True,2,2014,
289460,True,2,2023,Creat Studio
219740,True,2,2014,
207610,True,2,2015,Telltale Games
241930,True,2,2023,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
233130,True,2,2015,Flying Wild Hog
11610,True,2,2023,Eyedentity Games Inc.
221100,True,2,2014,Bohemia Interactive
204880,True,2,2014,"Ironclad Games,Stardock Entertainment"
730,True,2,2014,Valve
206210,True,2,2014,"Monolith Productions, Inc."
440,True,2,2011,Valve
48700,True,2,2015,TaleWorlds Entertainment
570,True,2,2014,
219640,True,2,2013,Torn Banner Studios
95400,True,2,2015,"Sparpweed,Codeglue"
230410,True,2,2013,Digital Extremes
286340,True,2,2014,Farsky Interactive
1840,True,2,2014,Valve
310380,True,2,2015,Edge Case Games Ltd.
208090,True,2,2014,Edge of Reality
440,True,2,2023,Valve
570,True,2,2013,
730,True,2,2014,Valve
201790,True,2,2014,Robot Entertainment
222880,True,2,2014,New World Interactive
313730,True,2,2014,
440,True,2,2015,Valve
212680,True,2,2014,Subset Games
570,True,2,2014,
440,True,2,2014,Valve
236430,True,2,2014,"FromSoftware, Inc"
202970,True,2,2014,Treyarch
237930,True,2,2023,Supergiant Games
259080,True,2,2013,Avalanche Studios
55230,True,2,2023,Volition
301520,True,2,2015,Freejam
304930,True,2,2015,Smartly Dressed Games
224540,True,2,2014,Jagex Limited
63380,True,2,2014,Rebellion
209080,True,2,2014,Muse Games
330570,True,2,2015,C3SK
236370,True,2,2015,Zero Point Software
355180,True,2,2023,Hoobalugalar_X
227700,True,2,2014,
8190,True,2,2014,Avalanche Studios
304930,True,2,2014,Smartly Dressed Games
268500,True,2,2023,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
487280,True,2,2023,
550,True,2,2015,Valve
356640,True,2,2015,
250320,True,2,2014,Telltale Games
440,True,2,2014,Valve
241540,True,2,2014,Undead Labs
270550,True,2,2023,Awesome Games Studio
273350,True,2,2015,Turtle Rock Studios
383870,True,2,2023,Campo Santo
49520,True,2,2015,"Gearbox Software,Aspyr (Mac &amp; Linux)"
346110,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
271590,True,2,2015,Rockstar North
246090,True,2,2014,Double Fine Productions
206190,True,2,2015,Suspicious Developments
243950,True,2,2013,Larian Studios
221100,True,2,2023,Bohemia Interactive
209670,True,2,2014,Data Realms
401810,True,2,2015,PolyKid
35140,True,2,2014,"Rocksteady Studios,Feral Interactive (Mac)"
287700,True,2,2015,Konami Digital Entertainment
200260,True,2,2014,"Rocksteady Studios,Feral Interactive (Mac)"
24200,True,2,2014,Daybreak Game Company
1250,True,2,2015,Tripwire Interactive
400,True,2,2014,Valve
17300,True,2,2014,Crytek
250900,True,2,2014,"Nicalis, Inc."
241600,True,2,2013,Cellar Door Games
42910,True,2,2013,Arrowhead Game Studios
244870,True,2,2013,Michael Todd Games
250420,True,2,2013,Archive Entertainment
8930,True,2,2015,"Firaxis Games,Aspyr (Mac, Linux)"
4000,True,2,2013,Facepunch Studios
221100,True,2,2013,Bohemia Interactive
270550,True,2,2014,Awesome Games Studio
48700,True,2,2013,TaleWorlds Entertainment
252490,True,2,2023,Facepunch Studios
105600,True,2,2015,Re-Logic
262060,True,2,2015,Red Hook Studios
266510,True,2,2014,Defiant Development
248860,True,2,2014,Blue Bottle Games
235460,True,2,2014,PlatinumGames
21100,True,2,2015,Day 1 Studios
238010,True,2,2015,"Eidos Montreal,Feral Interactive (Mac)"
42680,True,2,2012,
230410,True,2,2014,Digital Extremes
220200,True,2,2014,Squad
33930,True,2,2014,Bohemia Interactive
3830,True,2,2012,Double Fine Productions
224260,True,2,2014,No More Room in Hell Team
209160,True,2,2013,Infinity Ward
730,True,2,2015,Valve
440,True,2,2014,Valve
730,True,2,2015,Valve
440,True,2,2014,Valve
447500,True,2,2023,
32470,True,2,2014,Petroglyph
15620,True,2,2014,"Relic Entertainment,Feral Interactive (Mac/Linux)"
252950,True,2,2015,"Psyonix, Inc."
570,True,2,2013,
391680,True,2,2015,"Psyonix, Inc."
294100,True,2,2023,Ludeon Studios
206190,True,2,2023,Suspicious Developments
219150,True,2,2023,Dennaton Games
257850,True,2,2023,Heart Machine
212680,True,2,2023,Subset Games
43110,True,2,2014,
241540,True,2,2014,Undead Labs
259080,True,2,2015,Avalanche Studios
209080,True,2,2015,Muse Games
224600,True,2,2014,"Trion Worlds, Inc."
1250,True,2,2014,Tripwire Interactive
4000,True,2,2014,Facepunch Studios
261640,True,2,2014,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
252490,True,2,2013,Facepunch Studios
221100,True,2,2013,Bohemia Interactive
8930,True,2,2014,"Firaxis Games,Aspyr (Mac, Linux)"
271590,True,2,2023,Rockstar North
730,True,2,2013,Valve
245620,True,2,2014,Haemimont Games
24740,True,2,2014,Criterion Games
24740,True,2,2014,Criterion Games
304930,True,2,2023,Smartly Dressed Games
1840,True,2,2014,Valve
346110,True,2,2015,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
33930,True,2,2014,Bohemia Interactive
319630,True,2,2015,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
202970,True,2,2014,Treyarch
391540,True,2,2023,tobyfox
620,True,2,2013,Valve
295550,True,2,2014,Katauri
274900,True,2,2014,JForce Games
221100,True,2,2014,Bohemia Interactive
222880,True,2,2014,New World Interactive
440,True,2,2015,Valve
212680,True,2,2014,Subset Games
102840,True,2,2015,Klei Entertainment
218620,True,2,2014,
55230,True,2,2014,Volition
10090,True,2,2013,Treyarch
252490,True,2,2014,Facepunch Studios
216150,True,2,2013,Nexon
291550,True,2,2015,Blue Mammoth Games
219150,True,2,2014,Dennaton Games
43110,True,2,2015,
313340,True,2,2015,David OReilly
99900,True,2,2014,Grey Havens
440,True,2,2014,Valve
250900,True,2,2014,"Nicalis, Inc."
400,True,2,2014,Valve
209000,True,2,2014,"WB Games Montreal,Splash Damage"
203160,True,2,2015,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
730,True,2,2014,Valve
49520,True,2,2014,"Gearbox Software,Aspyr (Mac &amp; Linux)"
730,True,2,2015,Valve
107100,True,2,2014,Supergiant Games
220240,True,2,2014,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
200510,True,2,2014,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
236390,True,2,2013,
317400,True,2,2015,Prism Game Studios Ltd.
413150,True,2,2023,ConcernedApe
437220,True,2,2023,
9350,True,2,2014,Gas Powered Games
36000,True,2,2011,Sakari Indie
42910,True,2,2011,Arrowhead Game Studios
204360,True,2,2014,The Behemoth
391540,True,2,2023,tobyfox
304930,True,2,2023,Smartly Dressed Games
252490,True,2,2014,Facepunch Studios
570,True,2,2015,
105600,True,2,2014,Re-Logic
218620,True,2,2023,
49520,True,2,2015,"Gearbox Software,Aspyr (Mac &amp; Linux)"
265550,True,2,2015,Capcom Game Studio Vancouver
31700,True,2,2023,ISOTX
251060,True,2,2015,Eugen Systems
24240,True,2,2014,OVERKILL Software
416130,True,2,2015,Unwonted Studios
41700,True,2,2015,GSC Game World
250320,True,2,2013,Telltale Games
440,True,2,2012,Valve
221100,True,2,2015,Bohemia Interactive
230820,True,2,2015,Daedalic Entertainment
730,True,2,2015,Valve
218230,True,2,2023,Daybreak Game Company
252490,True,2,2014,Facepunch Studios
304930,True,2,2023,Smartly Dressed Games
105600,True,2,2023,Re-Logic
368860,True,2,2023,Svajūnas Žemaitis
344760,True,2,2015,Code}{atch
218620,True,2,2015,
287700,True,2,2015,Konami Digital Entertainment
24980,True,2,2013,BioWare
